"Property_Number","Property_NAme","Post_Code","Polling_Place_Name","Polling_Place_Address_1","Polling_Place_Address_2","Polling_Place_Address_3","Polling_Place_Address_4","Polling_Place_Postcode"
"2","","N20 0PA","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 0PE","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 0PF","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 0PL","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 0QL","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"2","","N20 0QQ","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"2","","N20 0QT","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 0QU","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 0RD","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0RN","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0RT","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0SB","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0SJ","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0ST","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0SU","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0SW","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0TJ","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 0TL","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 0TR","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 0TS","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 0TT","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 0UB","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0UH","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0UU","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0XH","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"2","","N20 0XL","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"2","","N20 0XP","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"2","","N20 8AD","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8AH","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8AN","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8AQ","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8BB","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8BD","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8BP","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8BX","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8BZ","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8EA","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8ED","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8EN","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8EP","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8ER","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8HA","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8HD","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8HP","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8JP","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8JS","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8JU","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8NJ","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8NL","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 8QH","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8QL","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8QP","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8QR","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8QT","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8QU","Totteridge Tennis Club","Great Bushey Drive","Totteridge","London","","N20 8QL"
"2","","N20 8TL","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"2","","N20 9AG","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9AR","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9BX","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9DB","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9DF","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9DX","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9EH","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9EQ","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9EU","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 9JT","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9JW","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9JX","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9LG","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 9LH","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 9LJ","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"2","","N20 9PR","Barnet Lawn Tennis Club","Gloucester Road","New Barnet","Herts","","EN5 1RS"
"2","","N20 9PU","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9PX","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9QG","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N20 9RP","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"2","","N3 1AA","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1AD","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1AG","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1AL","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1AN","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1AX","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1BB","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1BD","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1BG","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1BN","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1DT","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1EH","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1ES","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1EX","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1HP","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1JH","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1JL","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1LD","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1PB","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1PL","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1PR","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1PW","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1PX","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1QP","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1QR","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1RG","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1RN","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1SH","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1SN","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1SP","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1ST","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TB","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TH","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TL","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TQ","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TR","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TS","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1TX","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1UA","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1UB","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1UF","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1UG","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1UN","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1UP","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"2","","N3 1YB","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1YG","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 1YP","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"2","","N3 2AG","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 2AL","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 2AR","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 2BN","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2BS","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2DB","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2DD","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2DH","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2EJ","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2EP","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2EQ","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2ER","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2ET","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2HD","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2HL","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2HN","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2HR","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2HT","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2JB","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2JS","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2LB","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2LE","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2LH","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2NH","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2NJ","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 2NP","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 2NR","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 2PJ","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2PL","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2PN","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2PP","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2PT","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2QD","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2QN","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2QR","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2RD","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2RG","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2RR","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"2","","N3 2RU","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2SE","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2SS","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2TR","Avenue House","The Dining Room","East End Road","Finchley","","N3 3QE"
"2","","N3 2UD","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"2","","N3 3AJ","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
"2","","N3 3AN","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
"2","","N3 3AX","Finchley Baptist Church Hall","Stanhope Avenue","Finchley","London","","N3 3QL"
"2","","N3 3BH","Finchley Baptist Church Hall","Stanhope Avenue","Finchley","London","","N3 3QL"
"2","","N3 3BJ","Finchley Baptist Church Hall","Stanhope Avenue","Finchley","London","","N3 3QL"
"2","","N3 3BY","Finchley Baptist Church Hall","Stanhope Avenue","Finchley","London","","N3 3QL"
"2","","N3 3DD","Finchley Baptist Church Hall","Stanhope Avenue","Finchley","London","","N3 3QL"
"2","","N3 3DP","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
"2","","N3 3DU","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
"2","","N3 3EA","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
"2","","N3 3EB","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
